	KW	VD	PR1	PR2	PR3	PR4	PR5	PR6	Tier	Avg_tier_height	Vys_1	Vys_2	Vys_3	Vys_4	Vys_5	Vys_6	DM1	DM2	DM3	DM4	DM5	DM6	Age_class	Age_group	Bon	Vyd_reserve	Full
1069	58	7	7Б	1Ос	2Е				1	20	20	23	20				20	20	22				5	2	2	108	0.7
1070	58	8	5Е	3Б	2Ос				1	11	9	12	13				10	8	10				2	1	3	51	0.8
1071	58	9	4Е	5Б	1Ос				1	10	9	10	12				10	8	10				2	1	3	51	0.6
1072	58	10	4Е	4Б	2Ос				1	14	12	15	16				10	10	10				2	1	2	33	0.6
1073	58	11	7Б	3Ос					1	23	23	24					18	22					5	2	1	531	0.9
1074	58	12	Поль	сухо	Трав				ль:	окр	фо	чис	ов:				нд	тый	зл				адм	аки	ини		истра
1075	58	13	4Е	5Б	1Олс				1	14	11	17	13				10	14	12				2	1	2	51	0.7
1076	58	14	5Е	3Б	1Ос	1Олс			1	15	12	17	18	17			12	10	16	14			2	1	2	60	0.8
1077	58	15	6Б	2Ос	2Олс				1	23	24	26	19				18	22	16				5	2	1	288	0.8
1078	58	16	7Ос	3Б					1	20	20	20					16	16					5	2	2	143	0.9
1079	58	17	5Б	1Ос	4Е				1	26	27	27	24				28	30	26				12	5	2	110	0.6
1080	58	18																									
1081	58	19																									
1082	58	20																									
1083	68	1	10С						1	17	17						24						7	4	5	27	0.6
1084	68	2	10С						1	22	22						26						7	4	3	48	0.7
1085	68	3	9С	1Е					1	24	24	23					28	28					8	5	3	102	0.6
1086	68	4	10С						1	22	22						26						7	4	3	61	0.7
1087	68	5	5Б	3Олч	2Олс				7	18	19	18	16				22	20	16						3	4	
1088	68	6	10С						1	24	24						28						7	4	3	199	0.8
1089	68	7	6Е	4Б					1	16	15	18					16	16					3	2	2	31	0.8
1090	68	8	5Е	5Б					1	17	15	19					16	16					3	2	2	53	0.7
1091	68	9	7Б	3Е					1	9	9	8					8	10					3	2	3	8	0.6
1092	68	10	10С						1	24	24						28						7	4	3	178	0.7
1093	68	11	4Ос	2Б	3Е	1С			1	25	27	25	23	24			36	30	30	30			13	5	2	107	0.5
1094	68	12	5С	2Е	3Б				1	24	24	23	24				30	30	26				8	5	3	161	0.5
1095	68	13	10С						1	21	21						28						8	4	4	73	0.4
1096	68	14	5С	2Е	3Б				1	23	24	22	23				30	28	26				8	5	3	59	0.5
1097	68	15	6С	1Е	3Б				1	23	23	22	23				30	28	26				8	5	3	63	0.5
1098	68	16	6Е	2Б	2Олч				1	15	14	18	17				16	16	16				3	2	3	59	0.7
1099	68	17	7Олч	3Б					1	21	21	22					20	18					6	2	2	154	0.7
1100	68	18	5Е	3Б	2Олч				1	23	23	24	23				26	26	28				5	3	2	35	0.5
1101	68	19	8Б	2Е					1	19	19	18					14	16					5	2	2	88	0.7
1102	68	20	10С						1	25	25						30						7	4	3	82	0.7
1103	68	21	5Олч	2Б	3Е				1	22	22	24	22				28	28	30				13	5	3	52	0.5
1104	68	22	5Б	3Ос	2Е				1	25	24	27	22				24	28	26				7	3	2	53	0.6
1105	68	23	5С	4Б	1Олч				1	23	23	23	21				28	26	22				7	4	3	40	0.6
1106	68	24	4Е	2Е	1С				1	23	24	20	24				30	24	30				8	5	3	89	0.6
1107	68	25	4Олч	2Б	4Е				1	23	23	23	22				26	28	30				11	5	3	16	0.4
1108	68	26	7С	3Е					1	25	26	24					30	26					7	4	2	46	0.7
1109	68	27	6Ос	2Б	1С	1Е			1	25	26	24	24	24			36	26	28	28			13	5	2	46	0.4
1110	68	28	6Олч	2Б	2Олс				1	22	22	23	19				22	20	16				6	2	2	32	0.7
1111	68	29	8Б	2Е					1	24	24	23					26	26					10	5	2	18	0.4
1112	68	30	7С	3Е					1	25	26	24					30	26					7	4	2	27	0.7
1113	68	31	4Б	2Ос	2Олч	2Е			1	25	26	28	24	23			30	36	26	30			13	5	2	74	0.5
1114	68	32	5С	5Б					1	22	22	22					26	24					6	4	3	40	0.7
1115	68	33	6Олч	2Б	2Олс				1	22	22	23	19				22	20	16				6	2	2	84	0.7
1116	68	34	6Олч	2Б	2Олс				1	22	22	23	19				22	20	16				6	2	2	30	0.7
1117	68	35	5Б	3Олч	2Е				1	23	24	22	23				28	26	28				13	5	3	67	0.5
1118	68	36																									
1119	68	37																									
1120	68	38																									
1121	69	1	8Б	1С	1Е				1	25	25	24	23				26	26	24				10	5	2	42	0.6
1122	69	2	9С	1Б					1	20	20	20					22	24					5	3	3	73	0.7
1123	69	3	9С	1Б					1	12	12	10					16	10					5	2	5	58	0.7
1124	69	4	6С	3С	1Б				1	16	18	13	16				26	18	14				8	4	5	25	0.5
1125	69	5	7Е	3Б					1	16	15	17					14	16					3	2	2	31	0.8
1126	69	6	5С	5Е					1	17	17	17					18	16					4	2	3	107	0.9
1127	69	7	7Олч	3Б					1	22	21	23					22	20					6	2	2	54	0.7
1128	69	8	7Б	2С	1Е				1	19	19	20	18				24	28	26				11	5	4	20	0.5
1129	69	9	7Б	2С	1Е				1	19	19	20	18				24	28	26				11	5	4	12	0.5
1130	69	10	5С	1Е	4Б				1	13	13	10	13				16	18	14				4	2	5	26	0.5
1131	69	11	8Е	2Б					1	21	20	23					22	22					4	2	2	62	0.7
1132	69	12	6Б	2Ос	2Е				1	25	25	27	22				26	36	26				9	4	2	41	0.7
1133	69	13	6Е	2Е	2Б				1	22	21	24	23				20	28	26				4	2	2	69	0.7
1134	69	14	3С	2Е	5Б				1	7	1.0	10	9				12	10	6				3	2	4	27	0.7
1135	69	15	5Б	2Олч	1Ос	2Е			1	21	21	20	23	20			18	18	24	22			6	2	2	66	0.8
1136	69	16	4С	1Е	5Б				1	10	10	9	10				14	10	8				3	2	4	14	0.6
1137	69	17	6Е	1С	3Б				1	14	14	15	15				14	18	14				3	2	2	7	0.8
1138	69	18	7Е	2Е	1Б				1	24	24	26	24				24	30	26				5	3	2	474	0.7
1139	69	19	6Б	4Е					1	22	23	21					24	22					7	3	2	13	0.7
1140	69	20	4С	1Е	4Б	1Ос			1	23	22	21	23	25			26	24	26	28			6	4	3	89	0.7
1141	69	21	7С	3Е					1	4	4	3					4	4					2	1	4	11	0.8
1142	69	22	9Е	1Б					1	19	19	21					18	18					3	2	2	81	0.7
1143	69	23	6Е	3Б	1Олч				1	19	18	21	21				18	18	20				3	2	2	58	0.7
1144	69	24	6Ос	4Б					1	24	25	22					36	20					11	5	2	41	0.6
1145	69	25	6Е	3Б	1Ос				1	6	6	7	7				6	4	4				2	1	3	34	0.8
1146	69	26	4Б	3Олч	2Олс	1Е			1	21	22	21	20	20			18	20	16	20			6	2	2	39	0.8
1147	69	27	7Е	2Е	1С				1	22	20	26	25				18	30	24				4	2	2	134	0.7
1148	69	28	6Е	4Б					1	6	6	7					6	6					2	1	3	6	0.7
1149	69	29	5С	5Е					1	-													1	1	4		80
1150	69	30	4Б	4Ос	2Е				1	24	24	26	22				20	24	20				8	4	2	92	0.8
1151	69	31	3С	2Е	4Б	1Олс			1	3	2.0	2.0	4	4			2	2	2	2			1	1	3	7	0.7
1152	69	32	6Е	2Е	2Б				1	23	22	25	25				24	30	26				7	4	3	56	0.5
1153	69	33																									
1154	69	34																									
1155	69	35																									
1156	70	1	5С	3Е	2Е				1	21	21	20	23				20	20	26				5	2	3	40	0.7
1157	70	2	5С	3Е	2Б				1	17	17	16	17				18	14	12				4	2	3	136	0.7
1158	70	3	3Е	2Е	4Б	1Ос			1	25	26	21	26	27			30	22	28	36			7	3	2	63	0.6
1159	70	4	3Б	3Ос	4Е				1	24	26	27	20				32	36	20				12	5	2	126	0.5
1160	70	5	5Е	3Б	2Ос				1	23	20	26	27				20	30	36				4	2	2	326	0.5
1161	70	6	3Е	3Е	4Б				1	25	27	21	27				32	22	32				9	4	2	77	0.6
1162	70	7	10С						1	18	18						18						4	2	3	145	0.8
1163	70	8	5Б	3Олч	1С	1Е			1	22	23	22	22	20			18	20	22	20			7	2	2	82	0.7
1164	70	9	4Б	3Лп	3Кл				1	5	5	5	5				4	4	4				1	1	2	4	0.4
1165	70	10	3Е	2Е	4Б	1Ос			1	26	27	22	27	27			36	22	30	36			9	4	2	148	0.5
1166	70	11	3Ос	2Б	1Олч	4Е			1	23	26	24	22	21			32	26	24	24			10	5	2	128	0.7
1167	70	12	5Е	3Е	1Б	1Ос			1	23	24	21	24	26			30	22	28	36			9	4	3	88	0.7
1168	70	13	6Б	2Олч	2Е				1	23	24	24	20				22	22	22				10	4	2	217	0.6
1169	70	14	10Б						1	5	5						4						1	1	2	3	0.4
1170	70	15	2Е	1П	1Л	1Д	5Б		1	20	20	20	15	13	23		20	20	12	10	18		3	2	1	168	0.7
1171	70	16	9Б	1Е					1	24	24	22					18	20					6	2	1	39	0.7
1172	70	17	8Е	1Б	1Лп				1	26	27	23	20				26	22	20				9	4	2	23	0.3
1173	70	18	8Б	1Ос	1Олс				1	23	23	24	19				18	22	16				6	2	1	178	0.8
1174	70	19	4Е	2Б	4Ос				1	16	14	17	18				16	14	14				2	1	1	47	0.7
1175	70	20	3Е	3Б	2Ос	1Олс	1Олч		1	17	12	19	20	17	18		10	12	16	12	16		2	1	2	59	0.8
1176	70	21	10Б						1	19	19						16						5	2	2	29	0.7
1177	70	22	8Б	1Ос	1Лп				1	24	24	25	20				18	22	18				6	2	1	20	0.8
1178	70	23	8Б	1Ос	1Е				1	22	22	24	22				16	20	20				6	2	2	47	0.8
1179	70	24																									
1180	70	25																									
1181	70	26																									
1182	71	1	6Е	3Б	1Олч				1	25	24	26	24				26	28	26				8	4	3	174	0.6
1183	71	2	10Б						1	24	24						20						5	2	1	28	0.9
1184	71	3	4Е	2Е	2Б	2Б			1	23	21	24	27	23			20	30	36	26			4	2	2	110	0.6
1185	71	4	5Е	5Ос					1	11	8	13					10	12					2	1	3	27	0.9
1186	71	5	7Б	2Олч	1Олс				1	20	20	19	18				18	18	14				5	2	2	320	0.8
1187	71	6	5Е	2Е	2Ос	1Б			1	24	23	27	24	24			24	36	36	30			5	2	2	136	0.6
1188	71	7	3Б	2Б	1Лп	1Ос	3Е		1	24	25	24	20	26	22		18	26	16	22	18		6	2	1	17	0.7
1189	71	8	6Е	3Б	1Лп				1	25	25	26	25				36	32	36				8	4	3	65	0.5
1190	71	9	6Б	1Олч	1Ос	1Олс	1Ивд		1	22	22	24	20	20	21		18	20	18	18	18		6	2	2	237	0.7
1191	71	10	7Е	3Б					1	26	26	27					32	32					7	3	2	63	0.5
1192	71	11	6Б	2Лп	1Олс	1Е			1	23	24	22	19	19			22	22	18	20			6	2	1	90	0.7
1193	71	12	4Е	3Б	2Лп	1Кл			1	5	6	4	4	4			4	2	2	2			2	1	3	6	0.8
1194	71	13	6Б	2Олч	2Е				1	25	26	24	24				28	22	28				12	5	2	44	0.6
1195	71	14	7Е	2Олч	1Б				1	26	26	24	26				30	22	30				7	3	2	142	0.6
1196	71	15	6Б	2Олч	2Е				1	25	26	22	23				28	22	30				12	5	2	33	0.6
1197	71	16	6Б	1Олч	1Лп	2Олс			1	22	23	21	20	19			20	20	18	18			6	2	2	108	0.7
1198	71	17	5Е	2Лп	1Б	1Ос	1Олс		1	24	25	22	24	26	19		30	22	30	32	18		7	3	3	22	0.6
1199	71	18																									
1200	71	19																									
1201	71	20																									
1202	71	21																									
1203	77	1	7Б	2Ос	1Е				1	25	25	27	22				30	36	28				11	5	2	47	0.6
1204	77	2	6С	1Е	3Б				1	25	25	22	25				30	26	28				6	2	2	195	0.7
1205	77	3	7Б	1Олч	2Е				1	23	24	21	21				22	20	22				7	2	2	60	0.7
1206	77	4	7С	1Е	2Б				1	19	18	17	21				20	18	18				4	2	3	40	0.7
1207	77	5	5Б	1Ос	3Е	1С			1	23	24	26	21	24			20	28	22	24			7	2	2	117	0.7
1208	77	6	7С	2Е	1Б				1	22	22	21	23				24	20	24				4	2	2	136	0.8
1209	77	7	10С						1	23	23						22						5	2	2	44	0.8
1210	77	8	6Б	2Ос	1С	1Е			1	25	25	27	24	22			26	36	26	22			11	5	2	544	0.7
1211	77	9	4Б	2Ос	2С	2Е			1	25	25	27	24	22			28	36	28	26			11	5	2	129	0.6
1212	77	10	6Е	1С	2Б	1Ос			1	11	2.0	22	23	25			24	26	20	24			4	2	2	22	0.7
1213	77	11	5С	3Е	2Б				1	19	18	17	22				22	20	20				4	2	3	92	0.8
1214	77	12	8С	1Е	1Б				1	23	23	22	23				26	26	24				8	4	3	24	0.4
1215	77	13	5Е	1С	3Б	1Ос			1	22	21	22	23	25			22	22	20	26			4	2	1	118	0.8
1216	77	14	9Б	1Е					1	23	23	22					22	24					8	3	2	225	0.8
1217	77	15	5Ос	2Б	3Е				1	24	25	23	22				24	22	20				8	4	2	116	0.7
1218	77	16	8Ос	1Б	1Е				1	25	26	24	21				30	26	24				9	5	2	144	0.6
1219	77	17	5Е	1С	3Б	1Ос			1	22	21	22	23	25			22	22	20	26			4	2	1	52	0.8
1220	77	18	4Е	2Е	2Б				1	23	21	24	23				20	30	20				5	2	3	80	0.8
1221	77	19	6Олч	2Б	2Е				1	21	21	23	20				22	20	22				8	3	3	14	0.6
1222	77	20	5С	3Е	2Б				1	22	22	20	23				20	18	20				4	2	2	142	0.8
1223	77	21	8Б	2Олч					1	23	23	21					20	20					7	2	2	47	0.8
1224	77	22	7Е	3Б					1	21	20	23					22	24					4	2	2	67	0.8
1225	77	23	6Б	2Ос	2Е				1	23	23	25	21				20	24	22				7	2	2	28	0.7
1226	77	24	5Б	3Ос	2Е				1	23	23	25	22				22	26	24				8	3	2	207	0.8
1227	77	25	6Е	4Б					1	21	20	22					18	20					5	2	3	28	0.8
1228	77	26	6Б	4Е					1	22	23	21					20	20					7	2	2	43	0.7
1229	77	27																									
1230	78	1	9С	1Е					1	22	22	18					20	16					4	2	2	45	0.7
1231	78	2	7Е	1С	1Б	1Ос			1	22	21	22	23	24			20	22	20	22			4	2	2	144	0.8
1232	78	3	5С	3Е	2Б				1	22	22	21	22				20	20	20				4	2	1	98	0.7
1233	78	4	8С	1Е	1Б				1	23	23	22	24				20	20	18				4	2	1	69	0.7
1234	78	5	5С	3Е	2Б				1	12	2.0	22	24				20	20	18				4	2	1	43	0.7
1235	78	6	5Б	3Ос	2Е				1	24	23	26	21				20	24	22				7	3	2	71	0.7
1236	78	7	6Е	3Б	1Ос				1	24	23	24	26				20	20	24				4	2	1	32	0.7
1237	78	8	6Ос	3Б	1Е				1	24	24	23	22				24	22	22				7	4	2	284	0.8
1238	78	9	4С	3Е	3Б				1	23	23	22	24				20	20	18				4	2	1	172	0.7
1239	78	10	8Б	1Ос	1Е				1	22	22	24	21				18	22	22				6	2	2	71	0.8
1240	78	11	5Б	1Ос	2С	2Е			1	23	24	25	24	20			20	26	22	20			7	3	2	69	0.7
1241	78	12	6Б	1Ос	2Е	1С			1	23	24	25	19	23			18	24	20	20			7	3	2	10	0.4
1242	78	13	8Е	1С	1Б				1	21	20	22	23				20	20	18				4	2	2	67	0.7
1243	78	14	8Б	1Ос	1Е				1	22	22	24	21				18	22	22				6	2	2	30	0.8
1244	78	15	4Б	2Ос	2Олч	2Е			1	24	24	27	21	23			26	30	20	24			7	3	2	73	0.6
1245	78	16	8С	1Е	1Б				1	18	18	17	23				22	18	22				4	2	3	30	0.7
1246	78	17	5Б	2Ос	1Олч	2Е			1	23	23	25	22	19			20	26	22	20			7	3	2	58	0.7
1247	78	18	4Олч	2Б	2Ос	2Е			1	22	22	23	25	19			22	20	26	20			7	3	2	29	0.6
1248	78	19	5Е	3Е	2Б				1	24	22	26	25				22	28	26				4	2	2	54	0.6
1249	78	20	8Олч	2Е					1	21	21	20					24	22					7	3	3	37	0.5
1250	78	21	7Е	1С	2Б				1	21	21	21	23				22	22	24				4	2	2	92	0.8
1251	78	22	7С	2Е	1Б				1	21	21	19	23				24	20	22				4	2	2	77	0.8
1252	78	23	5Е	1С	3Ос	1Б			1	21	20	22	23	22			18	20	22	18			4	2	2	70	0.7
1253	78	24	3С	3Е	3Б	1Ос			1	21	22	19	22	25			20	18	20	30			4	2	2	206	0.8
1254	78	25	5С	2Е	2Б	1Ос			1	21	21	20	23	23			22	20	24	26			4	2	2	38	0.7
1255	78	26	5С	2Е	2Б	1Ос			1	21	21	20	23	23			20	18	22	20			4	2	2	120	0.8
1256	78	27	8Б	1Ос	1Е				1	19	19	21	18				16	20	18				5	2	2	83	0.8
1257	78	28	5С	4Е	1Б				1	22	22	21	23				20	18	20				4	2	2	63	0.8
1258	78	29	7Е	1С	2Б				1	23	22	23	24				24	24	24				4	2	2	73	0.8
1259	78	30	8Б	2Е					1	20	21	18					18	18					6	2	2	81	0.8
1260	78	31	6Б	2Ос	2Е				1	22	22	23	19				18	20	20				7	3	2	32	0.8
1261	78	32	5С	4Е	1Б				1	20	21	19	22				20	18	18				4	2	2	51	0.8
1262	78	33	5С	2Е	3Б				1	21	21	20	21				20	18	16				4	2	2	23	0.8
1263	78	34	7С	2Е	1Б				1	19	19	19	21				20	18	16				4	2	3	154	0.8
1264	78	35	4Е	3С	3Б				1	21	20	21	23				20	22	18				4	2	2	55	0.8
1265	78	36	5Б	2Ос	3Олс				1	2	2.0	2.0	2.0										1	1	3	2	0.5
1266	78	37	6Б	4Е					1	21	21	20					18	20					7	3	2	12	0.7
1267	78	38	10Е						1	-													1	1	3		90
1268	78	39	8Б	1Ос	1Е				1	22	22	22	18				16	20	18				7	3	2	11	0.6
1269	78	40																									
1270	78	41																									
1271	78	42																									
1272	79	1	8Е	2Б					1	12	11	15					8	10					2	1	2	50	0.7
1273	79	2	8Е	2Б					1	13	12	16					10	8					2	1	2	115	0.7
1274	79	3	10Е						1	20	20						20						4	2	2	40	0.7
1275	79	4	4Е	6Б					1	9	8	9					10	6					2	1	3	15	0.7
1276	79	5	5Е	4Б	1Ос				1	9	8	9	10				6	6	8				2	1	3	44	0.8
1277	79	6	4Е	3Б	3Ос				1	3	4	2.0	2.0				2						1	1	3	3	0.6
1278	79	7	5Е	2С	2Б	1Ос			1	25	25	25	25	27			28	28	30	36			8	5	3	53	0.4
1279	79	8	4Ос	3Б	3Е				1	24	25	23	22				24	26	26				13	5	3	202	0.5
1280	79	9	8Е	2Б					1	13	12	15					10	12					2	1	3	54	0.7
1281	79	10	7Е	1С	1Б	1Ос			1	24	24	24	25	27			28	28	28	36			8	5	3	27	0.4
1282	79	11	8Б	2Е					1	26	26	24					28	30					13	5	2	41	0.4
1283	79	12	5Е	3Б	2Ос				1	4	6	2.0	3				6		2				2	1	3	14	0.7
1284	79	13	8Б	2Е					1	6	6	5					4	6					2	1	3	9	0.7
1285	79	14	5Е	4Б	1Ос				1	5	6	4	4				4	2	2				2	1	3	6	0.7
1286	79	15	6Б	2Ос	1С	1Е			1	26	26	27	25	23			28	36	30	26			13	5	2	55	0.5
1287	79	16	5С	3Е	2Б				1	25	27	23	25				30	28	28				8	5	2	52	0.5
1288	79	17	6Е	3Б	1Олс				1	13	13	14	12				10	10	8				3	2	3	65	0.8
1289	79	18	8Е	1Б	1Ос				1	19	18	21	23				20	16	22				3	2	2	44	0.7
1290	79	19	10Е						1	13	13						10						2	1	2	23	0.7
1291	79	20	8Е	1Б	1Ос				1	21	20	23	25				20	22	28				4	2	2	18	0.6
1292	79	21	5Б	3Ос	2Е				1	4	4	5	4				4	4	4				1	1	3	10	0.7
1293	79	22	6Б	4Ос					1	25	24	26					28	36					13	5	3	12	0.3
1294	79	23	5Е	3Б	2Ос				1	3	2.0	4	4				2	2	2				1	1	3	7	0.7
1295	79	24	9Е	1Б					1	20	20	23					20	20					4	2	2	35	0.7
1296	79	25	5Е	3Б	2Ос				1	10	8	11	12				10	8	12				2	1	3	43	0.7
1297	79	26	5Е	3Б	2Ос				1	13	11	15	16				10	12	14				2	1	2	82	0.8
1298	79	27	6Б	3Ос	1Е				1	19	19	21	13				12	16	10				5	2	2	99	0.8
1299	79	28	6Е	2Б	1Ос	1Олс			1	5	6	2.0	3	2.0			6		2				2	1	3	13	0.7
1300	79	29	3С	3Е	4Б				1	23	24	20	24				32	20	22				8	5	3	46	0.4
1301	79	30	6Е	2Б	2Олс				1	11	10	13	10				8	8	6				3	2	3	13	0.7
1302	79	31	3С	2Е	4Б	1Ос			1	21	22	19	22	22			26	20	18	20			6	4	3	27	0.5
1303	79	32	5Б	3Ос	2Олс				1	4	4	4	2.0				2	2					1	1	3	2	0.7
1304	79	33	7Е	2Б	1Олс				1	10	10	12	8				10	8	6				2	1	3	18	0.6
1305	79	34	10Е						1	20	20						22						4	2	2	23	0.5
1306	79	35	4С	4Е	2Б				1	23	25	21	22				32	26	26				8	5	3	43	0.6
1307	79	36	4Б	2Ос	2Олс	2Е			1	8	8	8	6	8			6	6	4	6			2	1	2	4	0.5
1308	79	37	6Е	2Б	2Ос				1	7	6	8	8				4	6	6				2	1	3	19	0.7
1309	79	38	7Е	3Б					1	8	8	9					6	8					2	1	3	27	0.6
1310	79	39	8Б	1Ос	1Е				1	7	7	7	6				4	4	6				2	1	2	9	0.7
1311	79	40																									
1312	80	1	7Е	3Б					1	9	9	9					8	6					2	1	3	7	0.7
1313	80	2	4Е	5Б	1С				1	7	6	7	6				6	6	8				2	1	4	21	0.6
1314	80	3	7Е	2Б	1Ос				1	13	12	15	16				10	12	12				2	1	3	14	0.6
1315	80	4	7Е	2Б	1Ос				1	15	14	17	18				12	14	16				2	1	2	30	0.8
1316	80	5	10Е						1	19	19						18						4	2	2	26	0.7
1317	80	6	4Б	2Ос	2Е	2Е			1	24	25	27	23	20			28	36	30	20			13	5	3	39	0.5
1318	80	7	4Е	2Е	3Б	1Ос			1	25	27	21	24	26			30	22	28	36			8	5	2	239	0.5
1319	80	8	4Е	3Б	3Ос				1	3	4	2.0	2.0				4	2					1	1	3	7	0.6
1320	80	9	7Е	3Б					1	15	15	15					10	10					2	1	1	94	0.8
1321	80	10	8Б	2Е					1	7	7	5					6	6					3	2	4	20	0.7
1322	80	11	8Е	2Б					1	6	6	8					8	6					2	1	4	23	0.7
1323	80	12	8Е	2Б					1	11	10	13					8	8					2	1	3	19	0.7
1324	80	13	8Е	2Б					1	6	2.0	23					20	20					4	2	3	11	0.7
1325	80	14	6Б	4Олс					1	14	15	13					16	10					4	2	3	8	0.5
1326	80	15	4Е	6Б					1	12	11	13					8	10					2	1	2	25	0.8
1327	80	16	6Е	2Б	2Ос				1	18	17	19	20				16	14	16				3	2	2	28	0.7
1328	80	17	7Е	3Б					1	11	10	13					8	10					2	1	3	13	0.7
1329	80	18	4С	4Е	2Б				1	23	24	22	25				28	26	26				8	5	3	297	0.5
1330	80	19	5Б	3Олс	2Е				1	18	19	17	18				16	14	16				5	2	2	18	0.8
1331	80	20	4Б	3Олч	1Ос	2Е			1	24	24	22	27	23			28	22	36	26			12	5	3	70	0.4
1332	80	21	7Е	3Б					1	10	9	12					10	8					2	1	3	23	0.6
1333	80	22	4С	2Е	4Б				1	25	26	24	25				30	30	28				8	5	3	117	0.5
1334	80	23	10Е						1	10	10						8						2	1	3	36	0.8
1335	80	24	3Е	2С	3Б	2Ос			1	26	26	26	26	27			30	30	28	36			7	4	2	80	0.4
1336	80	25	6Е	4Б					1	10	8	12					10	8					2	1	3	108	0.9
1337	80	26	4Е	6Б					1	12	11	13					18	10					2	1	2	51	0.8
1338	80	27	5Е	3Б	2Ос				1	9	8	10	11				8	6	8				2	1	3	56	0.7
1339	80	28	5Б	3Олс	2Олч				1	15	15	15	15				16	10	14				4	2	3	12	0.4
1340	80	29	3С	3Е	2Б				1	24	24	22	24				30	26	26				8	5	3	35	0.4
1341	80	30	6Е	2Б	2Ос				1	9	8	9	10				6	8	10				2	1	3	7	0.8
1342	80	31	6Е	2Б	2Ос				1	15	19	10	10				16	14	16				3	2	2	10	0.7
1343	80	32																									
1344	80	33																									
1345	81	1	7С	2Е	1Б				1	27	27	25	26				32	26	26				8	5	2	60	0.6
1346	81	2	7Б	2Олч	1Е				1	11	12	10	7				10	10	10				3	2	3	22	0.8
1347	81	3	6Б	4Олч					1	21	21	20					18	18					6	2	2	22	0.7
1348	81	4	6Б	2Олс	2Е				1	11	12	10	10				10	8	14				4	2	3	23	0.5
1349	81	5	8Б	2Олч					1	20	20	19					16	16					5	2	2	17	0.7
1350	81	6	4Е	2Е	2Б	2Олч			1	26	25	30	27	23			28	36	28	24			6	4	2	45	0.6
1351	81	7	7Б	2Олч	1Е				1	23	24	22	22				28	26	30				12	5	3	177	0.7
1352	81	8	3Е	2Е	4Олч	1Б			1	22	23	20	22	23			30	22	22	24			8	5	3	41	0.5
1353	81	9	6Б	4Олч					1	21	21	20					18	18					6	2	2	36	0.7
1354	81	10	8Олс	1Б	1Олч				1	19	18	22	20				14	16	20				4	3	2	44	0.6
1355	81	11	8Е	2Б					1	14	13	16					10	12					3	2	3	22	0.8
1356	81	12	10Б						1	22	22						18						5	2	1	41	0.7
1357	81	13	4Е	2Е	2Б	1Ос	1Олч		1	23	21	24	23	27	22		24	30	26	36	22		5	3	3	20	0.5
1358	81	14	5Е	4Б	1Олч				1	15	13	17	16				10	14	14				3	2	3	48	0.7
1359	81	15	5Б	3Ос	1Олс	1Олч			1	21	20	24	18	19			16	22	16	16			5	2	2	21	0.8
1360	81	16	4С	4Е	2Б				1	19	20	19	18				18	16	16				4	2	2	97	0.8
1361	81	17	5Б	2Ос	3Е				1	24	24	26	22				26	28	28				9	4	2	73	0.7
1362	81	18	4Б	4Олч	2Е				1	20	21	19	18				18	20	20				6	2	2	33	0.7
1363	81	19	7Е	3Б					1	24	24	25					30	28					9	5	3	70	0.6
1364	81	20	4Е	1С	3Б	2Олч			1	23	22	24	24	22			24	30	26	24			6	4	3	55	0.6
1365	81	21	5Б	1Ос	1Олс	3Е			1	21	22	25	19	19			18	24	14	16			6	2	2	50	0.8
1366	81	22	6Е	3Б	1С				1	22	21	24	23				22	20	24				4	2	2	109	0.7
1367	81	23	8Б	1Ос	1Олс				1	22	22	25	18				16	20	16				5	2	1	71	0.8
1368	81	24	5Е	3Е	1Б	1Ос			1	24	22	25	24	26			24	30	26	36			6	4	3	54	0.6
1369	81	25	7Б	1Олс	2Е				1	19	20	18	17				18	14	16				5	2	2	156	0.8
1370	81	26	7С	2Е	1Б				1	23	23	24	24				28	24	22				5	3	2	102	0.7
1371	81	27	6Е	1С	3Б				1	25	24	24	26				26	28	26				5	3	2	63	0.7
1372	81	28	6С	3Е	1Б				1	23	24	21	24				26	24	22				5	3	2	86	0.7
1373	81	29	5Б	1Ос	1Олс	3Е			1	21	22	25	19	19			18	26	16	16			6	2	2	23	0.8
1374	81	30	8Б	2Е					1	22	22	22					18	20					6	2	2	79	0.8
1375	81	31	5Е	5Б					1	20	18	21					20	18					3	2	2	45	0.7
1376	81	32	7Е	2С	1Б				1	22	21	23	23				24	26	28				5	3	3	117	0.7
1377	81	33	6Е	4Б					1	25	24	26					26	26					5	3	2	67	0.7
1378	81	34	7С	2Е	1Б				1	23	24	21	24				26	26	26				5	3	2	249	0.7
1379	81	35	5Б	1Ос	3Е	1С			1	23	24	26	21	23			22	28	22	26			7	3	2	41	0.7
1380	81	36	5С	2Е	3Б				1	23	23	21	24				24	22	22				5	3	2	86	0.7
1381	81	37	5С	3Е	2Ос				1	26	27	23	27				30	30	36				8	5	2	27	0.5
1382	81	38	10Е						1	9	9						8						2	1	3	8	0.4
1383	81	39	4Е	3С	3Б				1	23	22	23	23				24	26	26				5	3	3	21	0.7
1384	81	40	4С	2Е	4Б				1	24	24	22	25				26	26	24				5	3	2	122	0.7
1385	81	41	7С	2Е	1Б				1	22	22	20	23				28	26	24				5	3	3	74	0.7
1386	81	42	7Б	2Ос	1Е				1	1	1.0	1.0	1.0										1	1	3		0.6
